Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
1988-09-05,42,49,38,,,
1988-09-06,39,43,36,,,
1988-09-07,41,48,32,,,
1988-09-08,39,53,27,,,
1988-09-09,39,49,32,,,
1988-09-10,40,52,26,,,
1988-09-11,42,50,38,,,
1988-09-12,38,39,38,,,
1989-06-12,60,66,45,,,
1989-06-13,47,57,35,,,
1989-06-14,43,48,37,,,
1989-06-15,41,47,35,,,
1989-06-16,46,50,42,,,
1989-06-17,48,56,43,,,
1989-06-18,37,46,31,,,
1989-06-19,49,64,35,,,
1989-06-20,58,73,37,,,
1989-06-21,65,77,54,,,
1989-06-22,61,73,50,,,
1989-06-23,59,66,48,,,
1989-06-24,52,54,46,,,
1989-06-25,46,49,43,,,
1989-06-26,52,62,41,,,
1989-06-27,60,70,47,,,
1989-06-28,59,66,50,,,
1989-06-29,62,70,55,,,
1989-06-30,56,68,39,,,
1989-07-01,42,48,34,,,
1989-07-02,48,59,30,,,
1989-07-03,64,74,49,,,
1989-07-04,67,74,59,,,
1989-07-05,65,72,57,,,
1989-07-06,66,75,57,,,
1989-07-07,70,75,60,,,
1989-07-08,69,78,52,,,
1989-07-09,71,79,56,,,
1989-07-10,64,71,56,,,
1989-07-11,,,52,,,
1989-07-12,65,74,57,,,
1989-07-13,67,76,58,,,
1989-07-14,72,80,58,,,
1989-07-15,56,63,53,,,
1989-07-16,54,62,42,,,
1989-07-17,46,55,39,,,
1989-07-18,56,65,44,,,
1989-07-19,59,63,55,,,
1989-07-20,57,65,53,,,
1989-07-21,56,65,51,,,
1989-07-22,57,65,50,,,
1989-07-23,60,68,53,,,
1989-07-24,56,61,52,,,
1989-07-25,55,62,48,,,
1989-07-26,48,51,44,,,
1989-07-27,44,46,37,,,
1989-07-28,52,63,35,,,
1989-07-29,65,76,49,,,
1989-07-30,65,70,58,,,
1989-07-31,58,65,54,,,
1989-08-01,60,68,54,,,
1989-08-02,54,58,52,,,
1989-08-03,56,64,50,,,
1989-08-04,57,64,52,,,
1989-08-05,54,59,49,,,
1989-08-06,60,70,55,,,
1989-08-07,65,73,55,,,
1989-08-08,65,72,57,,,
1989-08-09,65,70,59,,,
1989-08-10,61,71,52,,,
1989-08-11,59,67,51,,,
1989-08-12,67,76,54,,,
1989-08-13,50,53,46,,,
1989-08-14,48,52,44,,,
1989-08-15,50,59,41,,,
1989-08-16,54,61,45,,,
1989-08-17,50,62,40,,,
1989-08-18,57,68,44,,,
1989-08-19,57,65,52,,,
1989-08-20,48,53,42,,,
1989-08-21,42,47,39,,,
1989-08-22,49,61,38,,,
1989-08-23,62,,44,,,
1989-08-24,56,61,52,,,
1989-08-25,58,68,47,,,
1989-08-26,62,69,55,,,
1989-08-27,59,68,50,,,
1989-08-28,58,70,47,,,
1989-08-29,60,69,53,,,
1989-08-30,49,52,46,,,
1989-08-31,51,61,43,,,
1989-09-01,54,63,44,,,
1989-09-02,52,56,47,,,
1989-09-03,49,58,43,,,
1989-09-04,48,58,42,,,
1989-09-05,47,51,44,,,
1989-09-06,47,51,45,,,
1989-09-07,49,57,40,,,
1989-09-08,55,64,43,,,
1989-09-09,62,70,54,,,
1989-09-10,58,63,50,,,
1989-09-11,47,50,44,,,
1989-09-12,43,46,42,,,
1989-09-13,41,46,39,,,
1989-09-14,35,40,29,,,
1989-09-15,32,39,27,,,
1989-09-16,33,40,26,,,
1989-09-17,28,37,17,,,
1989-09-18,26,36,16,,,
1989-09-19,24,33,17,,,
1989-09-20,21,28,15,,,
1989-09-21,24,29,17,,,
1989-09-22,28,34,23,,,
1989-09-23,27,35,23,,,
1989-09-24,31,36,24,,,
1989-09-25,40,47,34,,,
1989-09-26,38,44,36,,,
1989-09-27,35,39,33,,,
1989-09-28,39,45,33,,,
1989-09-29,40,48,34,,,
1989-09-30,37,44,34,,,
1989-10-01,43,50,37,,,
1989-10-02,37,39,34,,,
1989-10-03,35,41,31,,,
1989-10-04,32,39,25,,,
1989-10-05,39,46,34,,,
1989-10-06,37,43,30,,,
1989-10-07,36,38,32,,,
1989-10-08,31,35,29,,,
1989-10-09,29,33,25,,,
1989-10-10,24,27,22,,,
1989-10-11,21,25,19,,,
1989-10-12,19,23,15,,,
1989-10-13,16,26,11,,,
1989-10-14,17,24,7,,,
1989-10-15,24,29,20,,,
1989-10-16,26,30,23,,,
1989-10-17,22,25,15,,,
1989-10-18,13,15,11,,,
1989-10-19,17,24,9,,,
1989-10-20,20,25,10,,,
1989-10-21,5,9,-2,,,
1989-10-22,-4,2,-10,,,
1989-10-23,-2,11,-15,,,
1989-10-24,6,10,2,,,
1989-10-25,-1,2,-7,,,
1989-10-26,-5,1,-9,,,
1989-10-27,-8,-1,-13,,,
1989-10-28,-8,1,-15,,,
1989-10-29,-3,1,-8,,,
1989-10-30,-12,-8,-16,,,
1989-10-31,-12,-7,-17,,,
1989-11-01,-5,-3,-8,,,
1989-11-02,0,5,-4,,,
1989-11-03,2,4,0,,,
1989-11-04,0,2,-5,,,
1989-11-05,-7,-3,-12,,,
1989-11-06,-13,-8,-18,,,
1989-11-07,-18,-14,-24,,,
1989-11-08,-24,-22,-28,,,
1989-11-09,-27,-23,-32,,,
1989-11-10,-32,-32,-32,,,
1989-11-22,-1,0,-4,,,
1989-11-23,-9,-5,-13,,,
1989-11-24,-14,-13,-16,,,
1989-11-25,-16,-14,-20,,,
1989-11-26,-18,-15,-23,,,
1989-11-27,-18,-15,-23,,,
1989-11-28,-19,-15,-24,,,
1989-11-29,-11,5,-21,,,
1989-11-30,3,5,0,,,
1989-12-08,-5,-2,-10,,,
1989-12-09,-7,-2,-10,,,
1990-05-12,63,71,55,,,
1990-05-13,53,61,44,,,
1990-05-14,79,,44,,,
1990-05-15,46,52,41,,,
1990-05-16,47,54,37,,,
1990-05-17,49,58,37,,,
1990-05-18,50,59,39,,,
1990-05-19,49,60,35,,,
1990-05-20,48,61,34,,,
1990-05-21,47,61,37,,,
1990-05-22,38,39,36,,,
1990-05-23,45,54,35,,,
1990-05-24,49,54,41,,,
1990-05-25,54,64,39,,,
1990-05-26,58,67,45,,,
1990-05-27,61,70,50,,,
1990-05-28,63,72,51,,,
1990-05-29,60,74,46,,,
1990-05-30,60,69,50,,,
1990-05-31,56,66,46,,,
1990-06-01,58,67,43,,,
1990-06-02,63,74,49,,,
1990-06-03,59,73,45,,,
1990-06-04,49,61,39,,,
1990-06-05,48,59,35,,,
1990-06-06,40,50,28,,,
1990-06-07,44,50,36,,,
1990-06-08,43,49,25,,,
1990-06-09,35,46,22,,,
1990-06-10,50,59,36,,,
1990-06-11,51,63,35,,,
1990-06-12,56,69,33,,,
1990-06-13,58,66,52,,,
1990-06-14,51,55,49,,,
1990-06-15,51,60,46,,,
1990-06-16,54,64,47,,,
1990-06-17,54,63,48,,,
1990-06-18,54,61,47,,,
1990-06-19,56,63,49,,,
1990-06-20,58,66,50,,,
1990-06-21,55,59,49,,,
1990-06-22,57,64,48,,,
1990-06-23,58,66,48,,,
1990-06-24,57,67,46,,,
1990-06-25,63,71,54,,,
1990-06-26,65,73,54,,,
1990-06-27,64,76,56,,,
1990-06-28,56,64,52,,,
1990-06-29,62,71,52,,,
1990-06-30,64,71,54,,,
1990-07-01,68,79,55,,,
1990-07-02,71,79,59,,,
1990-07-03,71,81,55,,,
1990-07-04,72,79,61,,,
1990-07-05,73,82,59,,,
1990-07-06,73,82,61,,,
1990-07-07,66,74,57,,,
1990-07-08,59,68,49,,,
1990-07-09,54,66,42,,,
1990-07-10,53,59,49,,,
1990-07-11,54,61,46,,,
1990-07-12,53,61,45,,,
1990-07-13,49,53,47,,,
1990-07-14,57,66,46,,,
1990-07-15,63,70,54,,,
1990-07-16,61,67,52,,,
1990-07-17,62,71,53,,,
1990-07-18,64,72,56,,,
1990-07-19,66,76,57,,,
1990-07-20,67,76,60,,,
1990-07-21,63,70,57,,,
1990-07-22,63,72,56,,,
1990-07-23,66,74,57,,,
1990-07-24,62,68,,,,
1990-07-25,44,,42,,,
1990-07-26,42,43,41,,,
1990-07-27,44,51,40,,,
1990-07-28,50,56,40,,,
1990-07-29,55,63,48,,,
1990-07-30,56,64,49,,,
1990-07-31,49,56,44,,,
1990-08-01,54,66,41,,,
1990-08-02,57,65,50,,,
1990-08-03,53,64,39,,,
1990-08-04,45,55,37,,,
1990-08-05,51,62,36,,,
1990-08-06,52,63,39,,,
1990-08-07,51,58,44,,,
1990-08-08,56,67,44,,,
1990-08-09,58,68,50,,,
1990-08-10,59,65,52,,,
1990-08-11,61,70,54,,,
1990-08-12,66,75,56,,,
1990-08-13,65,77,54,,,
1990-08-14,63,75,49,,,
1990-08-15,63,75,52,,,
1990-08-16,57,65,48,,,
1990-08-17,55,65,43,,,
1990-08-18,53,59,48,,,
1990-08-19,49,57,41,,,
1990-08-20,40,48,33,,,
1990-08-21,47,59,29,,,
1990-08-22,50,61,40,,,
1990-08-23,55,64,47,,,
1990-08-24,49,54,44,,,
1990-08-25,48,57,43,,,
1990-08-26,48,54,43,,,
1990-08-27,45,50,41,,,
1990-08-28,42,49,37,,,
1990-08-29,39,46,37,,,
1990-08-30,42,45,38,,,
1990-08-31,41,45,36,,,
1990-09-01,34,42,27,,,
1990-09-02,32,44,24,,,
1990-09-03,33,42,25,,,
1990-09-04,37,48,28,,,
1990-09-05,39,43,36,,,
1990-09-06,40,43,37,,,
1990-09-07,33,36,31,,,
1990-09-08,31,35,29,,,
1990-09-09,31,40,23,,,
1990-09-10,31,41,19,,,
1990-09-11,35,42,27,,,
1990-09-12,37,43,31,,,
1990-09-13,46,52,41,,,
1990-09-14,45,57,37,,,
1990-09-15,39,44,32,,,
1990-09-16,38,47,30,,,
1990-09-17,38,47,31,,,
1990-09-18,35,47,28,,,
1990-09-19,38,49,29,,,
1990-09-20,45,54,36,,,
1990-09-21,45,50,38,,,
1990-09-22,39,45,36,,,
1990-09-23,36,38,32,,,
1990-09-24,31,34,26,,,
1990-09-25,28,34,21,,,
1990-09-26,33,40,24,,,
1990-09-27,33,40,26,,,
1990-09-28,30,36,25,,,
1990-09-29,28,32,25,,,
1990-09-30,29,36,23,,,
1990-10-01,22,29,18,,,
1990-10-02,21,24,19,,,
1990-10-03,20,22,18,,,
1990-10-04,21,24,18,,,
1990-10-05,27,32,21,,,
1990-10-06,31,37,29,,,
1990-10-07,31,40,23,,,
1990-10-08,26,29,23,,,
1990-10-09,26,28,22,,,
1990-10-10,25,33,17,,,
1990-10-11,24,29,18,,,
1990-10-12,24,28,22,,,
1990-10-13,18,21,14,,,
1990-10-14,17,20,14,,,
1990-10-15,12,15,10,,,
1990-10-16,9,11,6,,,
1990-10-17,6,8,5,,,
1990-10-18,8,19,0,,,
1990-10-19,9,23,-1,,,
1990-10-20,23,29,15,,,
1990-10-21,11,17,4,,,
1990-10-22,6,8,2,,,
1990-10-23,8,11,4,,,
1990-10-24,10,15,3,,,
1990-10-25,8,14,3,,,
1990-10-26,9,13,7,,,
1990-10-27,7,8,4,,,
1990-10-28,8,11,4,,,
1990-10-29,8,10,7,,,
1990-10-30,8,10,6,,,
1990-10-31,6,8,3,,,
1990-11-01,5,8,2,,,
1990-11-02,1,8,-4,,,
1990-11-03,8,,3,,,
1990-11-04,24,26,,,,
1990-11-05,26,26,26,,,
1990-11-08,-16,-16,-16,,,
1990-11-09,-18,-17,-19,,,
1990-11-10,-19,-19,-20,,,
1990-11-13,-2,0,-4,,,
1990-11-14,0,5,-2,,,
1990-11-26,-17,-15,-19,,,
1990-11-27,-16,-13,-17,,,
1990-12-04,-38,,-38,,,
1990-12-05,-24,-24,,,,
1990-12-06,-19,-18,,,,
1990-12-07,-23,-22,-24,,,
1990-12-08,-30,,-31,,,
1990-12-09,-17,-17,-18,,,
1990-12-10,-8,0,-20,,,
1990-12-11,6,10,1,,,
1990-12-12,2,9,,,,
1990-12-13,-12,,-13,,,
1990-12-14,-14,-10,-18,,,
1990-12-15,-16,-14,-17,,,
1990-12-16,-27,,-27,,,
1990-12-17,-15,,-20,,,
1990-12-18,4,,,,,
1990-12-19,13,14,,,,
1990-12-20,23,25,,,,
1990-12-21,9,11,,,,
1990-12-22,-7,,-13,,,
1990-12-23,-21,,-24,,,
1990-12-24,-2,2,-10,,,
1990-12-25,-8,-2,-12,,,
1990-12-26,-21,-13,-40,,,
1990-12-27,-12,-7,-20,,,
1990-12-28,-12,-10,-14,,,
1990-12-29,-19,-9,,,,
1990-12-30,-10,-7,-15,,,
1990-12-31,-7,-4,-10,,,
1991-01-01,-6,,-7,,,
1991-01-02,-2,-1,,,,
1991-01-03,-2,2,-10,,,
1991-01-04,-12,,-16,,,
1991-01-05,-1,1,,,,
1991-01-06,0,0,0,,,
1991-01-09,-15,-13,,,,
1991-01-10,-25,,-25,,,
1991-01-12,-18,-18,,,,
1991-01-13,-23,,-24,,,
1991-01-14,-25,-20,,,,
1991-01-15,-43,,-44,,,
1991-01-20,20,24,17,,,
1991-01-22,21,23,17,,,
1991-01-23,22,23,21,,,
1991-01-24,24,24,23,,,
1991-01-25,29,30,24,,,
1991-01-26,24,30,,,,
1991-01-27,-1,,-2,,,
1991-05-22,52,55,48,,,
1991-05-23,50,58,43,,,
1991-05-24,43,49,32,,,
1991-05-25,35,43,28,,,
1991-05-26,43,53,26,,,
1991-05-27,51,59,42,,,
1991-05-28,57,67,48,,,
1991-05-29,59,67,48,,,
1991-05-30,58,67,48,,,
1991-05-31,46,50,38,,,
1991-06-01,47,59,33,,,
1991-06-02,45,53,41,,,
1991-06-03,52,61,43,,,
1991-06-04,53,66,44,,,
1991-06-05,53,66,43,,,
1991-06-06,50,59,40,,,
1991-06-07,45,52,37,,,
1991-06-08,38,44,31,,,
1991-06-09,28,32,24,,,
1991-06-10,32,39,24,,,
1991-06-11,45,56,34,,,
1991-06-12,50,58,41,,,
1991-06-13,53,61,43,,,
1991-06-14,55,62,46,,,
1991-06-15,48,55,44,,,
1991-06-16,45,51,40,,,
1991-06-17,48,65,35,,,
1991-06-18,62,69,52,,,
1991-06-19,64,71,57,,,
1991-06-20,70,77,61,,,
1991-06-21,74,81,61,,,
1991-06-22,66,75,50,,,
1991-06-23,68,80,46,,,
1991-06-24,50,64,38,,,
1991-06-25,56,67,44,,,
1991-06-26,61,70,47,,,
1991-06-27,54,61,47,,,
1991-06-28,60,71,44,,,
1991-06-29,70,79,56,,,
1991-06-30,62,81,41,,,
1991-07-01,56,70,37,,,
1991-07-02,56,65,47,,,
1991-07-03,58,68,43,,,
1991-07-04,46,56,34,,,
1991-07-05,48,58,32,,,
1991-07-06,58,70,42,,,
1991-07-07,57,70,,,,
1991-07-08,36,,32,,,
1991-07-09,38,45,31,,,
1991-07-10,36,45,28,,,
1991-07-11,42,52,29,,,
1991-07-12,50,59,38,,,
1991-07-13,53,61,46,,,
1991-07-14,58,66,49,,,
1991-07-15,58,67,53,,,
1991-07-16,59,69,49,,,
1991-07-17,51,56,47,,,
1991-07-18,56,63,48,,,
1991-07-19,55,61,48,,,
1991-07-20,56,62,45,,,
1991-07-21,52,57,47,,,
1991-07-22,60,69,52,,,
1991-07-23,64,72,55,,,
1991-07-24,53,63,47,,,
1991-07-25,48,49,47,,,
1991-07-26,56,65,49,,,
1991-07-27,59,66,51,,,
1991-07-28,58,68,46,,,
1991-07-29,51,54,47,,,
1991-07-30,53,63,47,,,
1991-07-31,55,65,42,,,
1991-08-01,55,61,49,,,
1991-08-02,51,58,47,,,
1991-08-03,50,60,41,,,
1991-08-04,42,52,36,,,
1991-08-05,48,54,41,,,
1991-08-06,45,50,43,,,
1991-08-07,48,55,43,,,
1991-08-08,48,52,44,,,
1991-08-09,50,57,44,,,
1991-08-10,53,60,45,,,
1991-08-11,59,69,52,,,
1991-08-12,58,68,50,,,
1991-08-13,56,67,46,,,
1991-08-14,54,59,50,,,
1991-08-15,55,64,47,,,
1991-08-16,52,60,47,,,
1991-08-17,48,59,35,,,
1991-08-18,37,42,32,,,
1991-08-19,40,48,26,,,
1991-08-20,46,58,34,,,
1991-08-21,51,60,42,,,
1991-08-22,48,52,42,,,
1991-08-23,40,45,33,,,
1991-08-24,33,41,23,,,
1991-08-25,29,36,21,,,
1991-08-26,32,36,24,,,
1991-08-27,33,42,30,,,
1991-08-28,38,47,26,,,
1991-08-29,41,51,29,,,
1991-08-30,42,51,31,,,
1991-08-31,44,56,31,,,
1991-09-01,44,48,39,,,
1991-09-02,44,58,30,,,
1991-09-03,48,61,37,,,
1991-09-04,51,64,42,,,
1991-09-05,41,47,30,,,
1991-09-06,32,41,22,,,
1991-09-07,27,37,22,,,
1991-09-08,29,35,20,,,
1991-09-09,41,47,32,,,
1991-09-10,36,45,29,,,
1991-09-11,37,46,31,,,
1991-09-12,34,39,30,,,
1991-09-13,35,43,31,,,
1991-09-14,40,50,31,,,
1991-09-15,42,49,36,,,
1991-09-16,42,50,32,,,
1991-09-17,48,53,45,,,
1991-09-18,44,51,40,,,
1991-09-19,43,50,36,,,
1991-09-20,38,42,34,,,
1991-09-21,38,43,33,,,
1991-09-22,38,48,29,,,
1991-09-23,39,42,35,,,
1991-09-24,43,50,38,,,
1991-09-25,39,43,33,,,
1991-09-26,35,43,28,,,
1991-09-27,32,37,30,,,
1991-09-28,34,37,30,,,
1991-09-29,31,35,25,,,
1991-09-30,32,44,25,,,
1991-10-01,39,45,34,,,
1991-10-02,38,43,35,,,
1991-10-03,39,46,35,,,
1991-10-04,36,41,33,,,
1991-10-05,33,34,32,,,
1991-10-06,29,32,26,,,
1991-10-07,24,27,22,,,
1991-10-08,23,25,22,,,
1991-10-09,20,22,19,,,
1991-10-10,15,19,11,,,
1991-10-11,15,24,10,,,
1991-10-12,17,26,11,,,
1991-10-13,12,24,3,,,
1991-10-14,17,22,16,,,
1991-10-15,17,20,16,,,
1991-10-16,13,18,10,,,
1991-10-17,5,11,1,,,
1991-10-18,4,14,-2,,,
1991-10-19,19,25,15,,,
1991-10-20,9,14,6,,,
1991-10-21,17,24,4,,,
1991-10-22,25,27,22,,,
1991-10-23,20,22,16,,,
1991-10-24,21,25,17,,,
1991-11-01,12,14,9,,,
1991-11-02,10,19,-1,,,
1991-11-03,-2,4,-4,,,
1991-11-04,4,9,-3,,,
1991-11-05,-6,-2,-9,,,
1991-11-06,0,5,-4,,,
1991-11-07,-5,-1,-9,,,
1991-11-08,3,9,-9,,,
1991-11-09,-5,2,-13,,,
1991-11-10,-5,-2,-9,,,
1991-11-11,-7,-2,-13,,,
1991-11-12,-11,-4,-19,,,
1991-11-13,-17,-11,-21,,,
1991-11-14,-15,-12,-19,,,
1991-11-15,-15,-10,-20,,,
1991-11-16,-15,-12,-22,,,
1991-11-17,-15,-13,-17,,,
1991-11-18,-14,-14,-14,,,
1991-11-19,-7,-3,-15,,,
1991-11-20,-9,-5,-13,,,
1991-11-21,-5,-3,-7,,,
1991-11-22,-12,-7,-15,,,
1991-11-23,-8,-6,-10,,,
1991-11-24,-9,-6,-11,,,
1991-11-25,-7,-4,,,,
1991-11-26,-15,,-17,,,
1991-11-27,-14,-13,-15,,,
1991-11-28,-11,-6,-13,,,
1991-11-29,0,12,-17,,,
1991-11-30,7,10,5,,,
1991-12-04,-13,-12,-15,,,
1991-12-05,-10,-9,-12,,,
1991-12-06,-10,-8,-12,,,
1991-12-07,-11,-7,-21,,,
1991-12-08,-14,,-16,,,
1991-12-09,-9,-6,,,,
1991-12-10,-14,-11,-16,,,
1991-12-11,26,,-12,,,
1991-12-14,9,14,-9,,,
1991-12-15,-8,-7,-8,,,
1991-12-16,-6,13,-20,,,
1991-12-17,-3,0,-5,,,
1991-12-27,17,20,14,,,
1991-12-28,13,22,1,,,
1991-12-29,-2,3,-5,,,
1991-12-30,-2,0,-6,,,
1992-06-04,33,37,27,,,
1992-06-05,39,50,24,,,
1992-06-06,72,,20,,,
1992-06-07,33,46,17,,,
1992-06-08,50,60,32,,,
1992-06-09,56,65,46,,,
1992-06-10,55,63,46,,,
1992-06-11,63,73,51,,,
1992-06-12,71,81,60,,,
1992-06-13,61,77,50,,,
1992-06-14,49,61,41,,,
1992-06-15,53,66,40,,,
1992-06-16,58,69,45,,,
1992-06-17,53,58,49,,,
1992-06-18,57,66,48,,,
1992-06-19,62,69,53,,,
1992-06-20,62,71,52,,,
1992-06-21,62,72,54,,,
1992-06-22,53,56,48,,,
1992-06-23,59,68,46,,,
1992-06-24,56,65,45,,,
1992-06-25,58,64,48,,,
1992-06-26,60,68,47,,,
1992-06-27,65,73,54,,,
1992-06-28,73,82,60,,,
1992-06-29,76,85,64,,,
1992-06-30,71,85,55,,,
1992-07-01,57,65,51,,,
1992-07-02,64,73,54,,,
1992-07-03,60,71,49,,,
1992-07-04,54,60,45,,,
1992-07-05,53,62,44,,,
1992-07-06,54,61,46,,,
1992-07-07,58,67,45,,,
1992-07-08,67,75,52,,,
1992-07-09,67,75,58,,,
1992-07-10,62,71,56,,,
1992-07-11,57,63,52,,,
1992-07-12,47,52,36,,,
1992-07-13,38,43,33,,,
1992-07-14,50,61,38,,,
1992-07-15,57,68,42,,,
1992-07-16,58,68,45,,,
1992-07-17,61,72,48,,,
1992-07-18,63,76,52,,,
1992-07-19,58,70,51,,,
1992-07-20,56,64,50,,,
1992-07-21,55,65,47,,,
1992-07-22,59,69,47,,,
1992-07-23,62,74,53,,,
1992-07-24,62,72,55,,,
1992-07-25,64,71,56,,,
1992-07-26,59,70,52,,,
1992-07-27,55,65,50,,,
1992-07-28,54,57,51,,,
1992-07-29,46,52,35,,,
1992-07-30,51,61,34,,,
1992-07-31,56,67,48,,,
1992-08-01,62,70,49,,,
1992-08-02,59,68,51,,,
1992-08-03,58,68,50,,,
1992-08-04,49,58,42,,,
1992-08-05,56,69,43,,,
1992-08-06,60,70,49,,,
1992-08-07,59,67,54,,,
1992-08-08,54,60,49,,,
1992-08-09,49,52,46,,,
1992-08-10,53,62,44,,,
1992-08-11,61,70,53,,,
1992-08-12,51,54,47,,,
1992-08-13,53,62,47,,,
1992-08-14,49,55,46,,,
1992-08-15,53,59,48,,,
1992-08-16,51,58,44,,,
1992-08-17,44,47,36,,,
1992-08-18,37,41,32,,,
1992-08-19,43,52,34,,,
1992-08-20,48,59,34,,,
1992-08-21,54,65,41,,,
1992-08-22,51,56,45,,,
1992-08-23,51,65,44,,,
1992-08-24,58,66,48,,,
1992-08-25,49,56,43,,,
1992-08-26,42,45,40,,,
1992-08-27,40,45,34,,,
1992-08-28,40,50,30,,,
1992-08-29,43,52,33,,,
1992-08-30,44,54,35,,,
1992-08-31,43,47,38,,,
1992-09-01,40,42,39,,,
1992-09-02,41,47,38,,,
1992-09-03,41,48,38,,,
1992-09-04,41,52,33,,,
1992-09-05,47,54,40,,,
1992-09-06,42,49,38,,,
1992-09-07,40,48,35,,,
1992-09-08,41,45,36,,,
1992-09-09,33,39,28,,,
1992-09-10,26,31,21,,,
1992-09-11,29,31,23,,,
1992-09-12,27,30,22,,,
1992-09-13,25,30,19,,,
1992-09-14,23,29,17,,,
1992-09-15,21,30,13,,,
1992-09-16,19,28,10,,,
1992-09-17,21,28,11,,,
1992-09-18,19,22,15,,,
1992-09-19,17,22,11,,,
1992-09-20,14,20,8,,,
1992-09-21,12,19,5,,,
1992-09-22,12,16,8,,,
1992-09-23,14,22,4,,,
1992-09-24,17,23,11,,,
1992-09-25,16,19,14,,,
1992-09-26,16,22,13,,,
1992-09-27,16,21,12,,,
1992-09-28,14,20,10,,,
1992-09-29,11,13,9,,,
1992-09-30,16,19,13,,,
1992-10-01,18,25,12,,,
1992-10-02,18,25,13,,,
1992-10-03,17,21,14,,,
1992-10-04,19,22,15,,,
1992-10-05,17,23,9,,,
1992-10-06,34,43,23,,,
1992-10-07,36,40,30,,,
1992-10-08,30,37,27,,,
1992-10-09,25,27,20,,,
1992-10-10,20,21,17,,,
1992-10-11,17,19,16,,,
1992-10-12,15,18,13,,,
1992-10-13,12,14,9,,,
1992-10-14,14,18,9,,,
1992-10-15,9,20,2,,,
1992-10-16,1,6,-5,,,
1992-10-17,10,14,1,,,
1992-10-20,2,3,2,,,
1992-10-21,4,10,2,,,
1992-10-22,8,12,3,,,
1992-10-23,6,8,5,,,
1992-10-24,4,5,3,,,
1992-10-25,6,25,-1,,,
1992-10-26,31,34,24,,,
1992-10-27,31,36,,,,
1992-10-28,19,,5,,,
1992-10-29,1,5,-2,,,
1992-11-09,15,21,9,,,
1992-11-10,16,24,14,,,
1992-11-11,13,14,11,,,
1992-11-12,11,14,8,,,
1992-11-13,0,9,-9,,,
1992-11-14,2,6,-9,,,
1992-11-15,0,5,-3,,,
1992-11-16,-1,1,,,,
1992-11-17,-10,,-10,,,
1992-11-18,-11,-10,-14,,,
1992-11-19,-19,-14,-22,,,
1992-11-20,-19,-16,-24,,,
1992-11-21,-12,-7,-16,,,
1992-11-22,-2,11,-14,,,
1992-11-23,-11,-9,-13,,,
1992-11-25,25,27,24,,,
1992-11-26,22,28,15,,,
1992-11-27,16,17,15,,,
1992-11-28,16,20,5,,,
1992-11-29,13,18,7,,,
1992-11-30,13,16,8,,,
1992-12-01,14,23,7,,,
1992-12-02,28,32,23,,,
1992-12-03,10,22,6,,,
1992-12-04,-3,5,-7,,,
1992-12-05,0,1,,,,
1992-12-06,-17,,-20,,,
1992-12-07,-10,-4,-15,,,
1992-12-08,-6,-4,-10,,,
1992-12-09,-11,-10,-13,,,
1992-12-10,-16,-13,-19,,,
1992-12-11,-20,-18,-21,,,
1992-12-12,-14,-11,-18,,,
1992-12-13,-16,-12,-21,,,
1992-12-14,-19,-18,-20,,,
1992-12-15,-25,-20,-30,,,
