"NOME AIRPORT, AK US (USW00026617)",,,,,,
Date,TAVG,TMAX,TMIN,PRCP,SNOW,SNWD
03/27/1907,,-2,-18,,0,
03/28/1907,,-5,-24,,0,
03/29/1907,,-11,-26,,0,
03/30/1907,,-7,-32,,0,
03/31/1907,,8,-21,,0,30
04/01/1907,,12,-13,0,,30
04/02/1907,,23,7,0,,
04/03/1907,,22,5,0,,
04/04/1907,,19,6,0,,
04/05/1907,,19,7,0,,
04/06/1907,,11,-12,0,,
04/07/1907,,8,-8,0,,
04/08/1907,,10,-14,0,,
04/09/1907,,21,-1,0,,
04/10/1907,,14,-8,0,,
04/11/1907,,24,6,0,,
04/12/1907,,34,18,0,,
04/13/1907,,36,31,0,,
04/14/1907,,35,23,0,,
04/15/1907,,27,8,0,,22
04/16/1907,,19,8,0,,
04/17/1907,,16,-5,0,,
04/18/1907,,15,-1,0,,
04/19/1907,,17,-1,0,,
04/20/1907,,29,8,0,,
04/21/1907,,29,19,0,,
04/22/1907,,33,19,0,,
04/23/1907,,35,31,0,,
04/24/1907,,35,31,0.03,0,
04/25/1907,,37,34,0.07,,
04/26/1907,,41,34,0,,
04/27/1907,,40,34,0,,
04/28/1907,,37,31,0,,
04/29/1907,,38,34,0,,
04/30/1907,,41,31,0,,
05/01/1907,,40,35,0,,
05/02/1907,,44,30,0,,
05/03/1907,,46,34,0.05,,
05/04/1907,,40,35,0.03,,
05/05/1907,,38,33,0.39,,
05/06/1907,,35,32,0.08,,
05/07/1907,,45,32,0.12,,
05/08/1907,,48,38,0,,
05/09/1907,,48,39,0,,
05/10/1907,,48,31,0,,
05/11/1907,,31,21,0,,
05/12/1907,,26,15,0,,
05/13/1907,,27,18,0,,
05/14/1907,,34,22,0.09,,
05/15/1907,,31,21,0.04,,
05/16/1907,,32,19,0,,
05/17/1907,,34,26,0,,
05/18/1907,,36,26,0,,
05/19/1907,,37,25,0,,
05/20/1907,,37,27,0,,
05/21/1907,,43,29,0,,
05/22/1907,,43,32,0,,
05/23/1907,,49,38,0.04,,
05/24/1907,,43,35,0.04,,
05/25/1907,,39,34,0.24,,
05/26/1907,,37,31,0,,
05/27/1907,,39,20,0,,
05/28/1907,,40,29,0,,
05/29/1907,,42,30,0,,
05/30/1907,,47,34,0,,
05/31/1907,,45,32,0,,
06/01/1907,,48,34,,,
06/02/1907,,50,40,,,
06/03/1907,,50,35,,,
06/04/1907,,50,38,,,
06/05/1907,,44,38,,,
06/06/1907,,56,36,0.05,,
06/07/1907,,46,36,0.08,,
06/08/1907,,46,30,,,
06/09/1907,,65,39,,,
06/10/1907,,62,39,,,
06/11/1907,,59,37,,,
06/12/1907,,60,42,,,
06/13/1907,,64,51,,,
06/14/1907,,59,42,,,
06/15/1907,,49,35,,,
06/16/1907,,48,37,,,
06/17/1907,,46,41,0.08,,
06/18/1907,,48,42,0.31,,
06/19/1907,,43,37,0.06,,
06/20/1907,,45,39,0.21,,
06/21/1907,,49,41,,,
06/22/1907,,49,38,,,
06/23/1907,,63,42,0.02,,
06/24/1907,,60,45,0.03,,
06/25/1907,,53,45,0.2,,
06/26/1907,,52,42,0.27,,
06/27/1907,,51,34,,,
06/28/1907,,51,32,,,
06/29/1907,,47,41,,,
06/30/1907,,51,40,,,
07/01/1907,,51,40,,,
07/02/1907,,53,44,,,
07/03/1907,,55,34,,,
07/04/1907,,54,38,,,
07/05/1907,,55,43,0.03,,
07/06/1907,,54,45,0.48,,
07/07/1907,,52,41,0.3,,
07/08/1907,,50,42,0.01,,
07/09/1907,,61,42,,,
07/10/1907,,61,52,,,
07/11/1907,,66,49,0.03,,
07/12/1907,,53,45,0.02,,
07/13/1907,,52,47,0.07,,
07/14/1907,,56,46,0.01,,
07/15/1907,,60,44,,,
07/16/1907,,56,47,0.05,,
07/17/1907,,51,47,,,
07/18/1907,,48,45,0.2,,
07/19/1907,,49,44,0.06,,
07/20/1907,,53,46,0.05,,
07/21/1907,,52,46,0.04,,
07/22/1907,,58,39,,,
07/23/1907,,59,49,0.22,,
07/24/1907,,57,49,0.47,,
07/25/1907,,55,47,0.04,,
07/26/1907,,59,45,,,
07/27/1907,,59,35,,,
07/28/1907,,57,35,,,
07/29/1907,,60,43,,,
07/30/1907,,64,48,,,
07/31/1907,,64,51,,,
08/01/1907,,59,49,,,
08/02/1907,,61,48,,,
08/03/1907,,58,51,,,
08/04/1907,,59,49,,,
08/05/1907,,56,40,,,
08/06/1907,,53,35,,,
08/07/1907,,58,46,,,
08/08/1907,,68,48,,,
08/09/1907,,61,40,,,
08/10/1907,,58,42,,,
08/11/1907,,62,47,,,
08/12/1907,,64,51,,,
08/13/1907,,69,50,0.19,,
08/14/1907,,61,51,0.11,,
08/15/1907,,58,49,0.04,,
08/16/1907,,54,47,0.38,,
08/17/1907,,52,45,0.07,,
08/18/1907,,54,48,0.01,,
08/19/1907,,56,41,0.05,,
08/20/1907,,61,47,0.22,,
08/21/1907,,56,50,0.06,,
08/22/1907,,54,43,,,
08/23/1907,,49,35,0.01,,
08/24/1907,,45,32,0.11,,
08/25/1907,,50,30,0.02,,
08/26/1907,,49,42,1.02,,
08/27/1907,,48,43,0.2,,
08/28/1907,,49,39,0.07,,
08/29/1907,,53,41,0.05,,
08/30/1907,,50,41,0.07,,
08/31/1907,,45,37,,,
09/01/1907,,47,34,,,
09/02/1907,,48,34,,,
09/03/1907,,44,30,0.14,,
09/04/1907,,47,36,0.02,,
09/05/1907,,45,39,,,
09/06/1907,,45,32,0.1,,
09/07/1907,,48,34,,,
09/08/1907,,49,40,0.07,,
09/09/1907,,48,45,0.17,,
09/10/1907,,50,45,0.61,,
09/11/1907,,50,43,0.08,,
09/12/1907,,45,39,,,
09/13/1907,,47,32,,,
09/14/1907,,48,32,0.04,,
09/15/1907,,49,42,0.06,,
09/16/1907,,45,31,,,
09/17/1907,,44,34,,,
09/18/1907,,43,29,,,
09/19/1907,,43,30,,,
09/20/1907,,40,31,,,
09/21/1907,,49,38,0.03,,
09/22/1907,,43,33,,,
09/23/1907,,42,30,,,
09/24/1907,,43,32,,,
09/25/1907,,43,35,0.02,,
09/26/1907,,49,42,,,
09/27/1907,,50,34,0.06,,
09/28/1907,,52,38,,,
09/29/1907,,50,40,0.01,,
09/30/1907,,47,37,,,
10/01/1907,,44,36,0,,
10/02/1907,,37,29,0,,
10/03/1907,,31,20,0,,
10/04/1907,,33,20,0,,
10/05/1907,,34,17,0,,
10/06/1907,,33,19,0,,
10/07/1907,,36,29,0.02,,
10/08/1907,,37,29,0,,
10/09/1907,,29,19,0,,
10/10/1907,,28,16,0,,
10/11/1907,,35,17,0,,
10/12/1907,,29,23,0,,
10/13/1907,,26,12,0,,
10/14/1907,,27,15,0,,
10/15/1907,,28,18,0,,
10/16/1907,,27,20,0,,
10/17/1907,,33,20,0,,
10/18/1907,,29,17,0,,
10/19/1907,,32,22,0,,
10/20/1907,,26,14,0,,
10/21/1907,,34,20,0,,
10/22/1907,,29,25,0.04,1.7,
10/23/1907,,30,20,0,,
10/24/1907,,37,21,0.05,,
10/25/1907,,37,31,0.05,,
10/26/1907,,34,25,0,,
10/27/1907,,27,16,0,,
10/28/1907,,29,10,0,,
10/29/1907,,15,4,0,,
10/30/1907,,12,3,0,,
10/31/1907,,11,3,0,,
11/01/1907,,21,2,0.04,1.5,2
11/02/1907,,19,7,0,,
11/03/1907,,8,-1,0,,
11/04/1907,,9,-2,0,,
11/05/1907,,20,3,0.01,0,
11/06/1907,,15,-3,0,,
11/07/1907,,8,-3,0,,
11/08/1907,,1,-7,0,,
11/09/1907,,8,-9,0,,
11/10/1907,,17,0,0,,
11/11/1907,,21,16,0,,
11/12/1907,,30,8,0,,
11/13/1907,,33,26,0,,
11/14/1907,,35,21,0,,
11/15/1907,,39,28,0,,2
11/16/1907,,29,17,0,,
11/17/1907,,23,17,0.01,0,
11/18/1907,,25,14,0,,
11/19/1907,,21,6,0,,
11/20/1907,,14,5,0,,
11/21/1907,,17,11,0,,
11/22/1907,,13,0,0,,
11/23/1907,,9,-4,0,,
11/24/1907,,9,0,0,,
11/25/1907,,5,-11,0,,
11/26/1907,,3,-12,0,,
11/27/1907,,2,-11,0,,
11/28/1907,,12,-9,0,,
11/29/1907,,10,-9,0,,
11/30/1907,,1,-8,0,,2
12/01/1907,,16,-7,,0,2
12/02/1907,,24,12,,0,
12/03/1907,,20,14,,0,
12/04/1907,,18,12,0.06,2,
12/05/1907,,17,4,,0,
12/06/1907,,23,10,,0,
12/07/1907,,20,15,,0,
12/08/1907,,24,17,,0,
12/09/1907,,24,11,,0,
12/10/1907,,14,-4,,0,
12/11/1907,,-1,-16,,0,
12/12/1907,,-6,-14,,0,
12/13/1907,,-4,,,0,
12/14/1907,,6,,,0,
12/15/1907,,25,2,0.02,0.5,3
12/16/1907,,39,24,0.11,2,
12/17/1907,,32,28,,0,
12/18/1907,,31,15,0.05,1,
12/19/1907,,23,12,0.01,0,
12/20/1907,,15,0,0.03,0.8,
12/21/1907,,10,3,0.02,0.5,
12/22/1907,,9,1,,0,
12/23/1907,,2,0,,0,
12/24/1907,,5,-9,,0,
12/25/1907,,-2,-14,,0,
12/26/1907,,-5,-16,,0,
12/27/1907,,-8,-15,,0,
12/28/1907,,-9,-18,,0,
12/29/1907,,-10,-24,,0,
12/30/1907,,-10,-24,,0,
12/31/1907,,-22,-25,,0,6
01/01/1908,,-21,-25,,,
01/02/1908,,,-25,,,
01/03/1908,,7,-11,,,
01/04/1908,,,-1,,,
01/05/1908,,,,,,
01/11/1908,,,,,,
01/12/1908,,,,,,
01/13/1908,,,,,,
01/14/1908,,,,,,
01/15/1908,,,,,0.5,2
01/16/1908,,,,0.03,0.5,
01/17/1908,,,,,,
01/18/1908,,,,,,
01/19/1908,,,,,,
01/20/1908,,,,,,
01/21/1908,,,,,,
01/22/1908,,,,,,
01/23/1908,,,,0.13,,
01/24/1908,,,,0.03,,
01/25/1908,,,,,,
01/26/1908,,,,,1,
01/27/1908,,,,,,
01/28/1908,,,,,,
01/29/1908,,,,,,
01/30/1908,,,,,,
01/31/1908,,,,,,4
02/01/1908,,13,-3,0,,4
02/02/1908,,13,1,0,,
02/03/1908,,19,12,0,,
02/04/1908,,25,18,0.09,1.5,
02/05/1908,,26,18,0.15,2.5,
02/06/1908,,26,18,0,,
02/07/1908,,18,2,0,,
02/08/1908,,19,0,0.04,0.8,
02/09/1908,,26,17,0.03,0.5,
02/10/1908,,22,15,0,,
02/11/1908,,25,17,0,,
02/12/1908,,29,23,0.02,,
02/13/1908,,29,23,0,,
02/14/1908,,26,20,0,,
02/15/1908,,29,21,0,,8
02/16/1908,,27,10,0,,
02/17/1908,,24,18,0.08,1,
02/18/1908,,20,4,0,,
02/19/1908,,10,2,0,,
02/20/1908,,12,4,0.11,1.8,
02/21/1908,,12,4,0.14,2.4,
02/22/1908,,4,-21,0,,
02/23/1908,,-10,-28,0,,
02/24/1908,,5,-22,0,,
02/25/1908,,24,5,0.1,1.5,
02/26/1908,,31,4,0,,
02/27/1908,,28,12,0,,
02/28/1908,,26,7,0,,
02/29/1908,,23,18,0,,12
03/01/1908,,30,19,0.16,2,12
03/02/1908,,34,28,0.23,0,
03/03/1908,,33,7,0.23,0,
03/04/1908,,12,-3,0,0,
03/05/1908,,18,-7,0.09,1,
03/06/1908,,24,10,0.08,1,
03/07/1908,,12,2,0,0,
03/08/1908,,9,-10,0,0,
03/09/1908,,1,-17,0,0,
03/10/1908,,11,-11,0,0,
03/11/1908,,11,0,0,0,
03/12/1908,,10,-1,0.06,1,
03/13/1908,,8,-8,0,0,
03/14/1908,,8,-9,0,0,
03/15/1908,,7,-3,0,0,14
03/16/1908,,4,-9,0,0,
03/17/1908,,2,-7,0,0,
03/18/1908,,-2,-15,0,0,
03/19/1908,,-7,-25,0,0,
03/20/1908,,-11,-29,0,0,
03/21/1908,,-13,-27,0,0,
03/22/1908,,2,-13,0.06,0.8,
03/23/1908,,32,2,0.19,0,
03/24/1908,,32,27,0,0,
03/25/1908,,34,28,0.06,0,
03/26/1908,,32,27,0,0,
03/27/1908,,28,10,0,0,
03/28/1908,,26,8,0.03,0.4,
03/29/1908,,24,3,0,0,
03/30/1908,,25,20,0,0,
03/31/1908,,21,-2,0,0,18
04/01/1908,,15,1,0,0,18
04/02/1908,,10,-11,0,0,
04/03/1908,,7,-10,0,0,
04/04/1908,,9,-12,0,0,
04/05/1908,,10,-1,0,0,
04/06/1908,,20,0,0,0,
04/07/1908,,15,-2,0,0,
04/08/1908,,14,8,0,0,
04/09/1908,,27,7,0,0,
04/10/1908,,24,13,0.02,0.3,
04/11/1908,,18,3,0,0,
04/12/1908,,13,3,0,0,
04/13/1908,,20,3,0,0,
04/14/1908,,21,-5,0,0,
04/15/1908,,32,11,0,0,15
04/16/1908,,27,12,0,0,
04/17/1908,,17,0,0,0,
04/18/1908,,13,-2,0,0,
04/19/1908,,28,0,0,0,
04/20/1908,,28,19,0,0,
04/21/1908,,23,17,0,0,
04/22/1908,,25,7,0,0,
04/23/1908,,17,0,0,0,
04/24/1908,,20,-3,0,0,
04/25/1908,,22,11,0,0,
04/26/1908,,23,-1,0,0,
04/27/1908,,33,3,0,0,
04/28/1908,,39,29,0,0,
04/29/1908,,40,35,0,0,
04/30/1908,,40,33,0,0,10
05/01/1908,,43,31,0,,10
05/02/1908,,39,32,0.06,,
05/03/1908,,36,28,0,,
05/04/1908,,35,24,0,,
05/05/1908,,32,27,0,,
05/06/1908,,34,25,0,,
05/07/1908,,34,20,0,,
05/08/1908,,36,21,0,,
05/09/1908,,37,27,0,,
05/10/1908,,33,27,0.04,0,
05/11/1908,,32,25,0,,
05/12/1908,,35,25,0,,
05/13/1908,,39,21,0,,
05/14/1908,,42,35,0,,
05/15/1908,,41,35,0.09,,0
05/16/1908,,51,35,0,,
05/17/1908,,53,37,0,,
05/18/1908,,56,36,0,,
05/19/1908,,60,41,0,,
05/20/1908,,53,36,0,,
05/21/1908,,56,34,0,,
05/22/1908,,49,38,0,,
05/23/1908,,49,39,0,,
05/24/1908,,46,35,0,,
05/25/1908,,57,28,0,,
05/26/1908,,51,42,0,,
05/27/1908,,49,37,0,,
05/28/1908,,45,35,0,,
05/29/1908,,46,30,0,,
05/30/1908,,49,33,0,,
05/31/1908,,38,30,0,,
06/01/1908,,40,32,0,,
06/02/1908,,56,33,0,,
06/03/1908,,50,41,0,,
06/04/1908,,55,41,0.3,,
06/05/1908,,45,37,0.09,,
06/06/1908,,38,33,0.14,,
06/07/1908,,38,31,0.3,,
06/08/1908,,36,33,0.07,,
06/09/1908,,44,34,0,,
06/10/1908,,38,33,0,,
06/11/1908,,42,30,0,,
06/12/1908,,43,30,0,,
06/13/1908,,49,35,0,,
06/14/1908,,52,34,0,,
06/15/1908,,48,30,0,,
06/16/1908,,51,38,0,,
06/17/1908,,53,37,0,,
06/18/1908,,47,33,0,,
06/19/1908,,48,40,0,,
06/20/1908,,59,43,0,,
06/21/1908,,55,37,0,,
06/22/1908,,51,34,0,,
06/23/1908,,62,35,0,,
06/24/1908,,70,49,0,,
06/25/1908,,78,49,0,,
06/26/1908,,68,55,0,,
06/27/1908,,77,54,0,,
06/28/1908,,74,48,0,,
06/29/1908,,,44,0,,
06/30/1908,,76,55,0,,
07/01/1908,,77,58,0,,
07/02/1908,,64,47,0.08,,
07/03/1908,,53,45,0.13,,
07/04/1908,,56,43,0,,
07/05/1908,,56,41,0,,
07/06/1908,,50,41,0,,
07/07/1908,,51,41,0,,
07/08/1908,,57,43,0,,
07/09/1908,,57,42,0,,
07/10/1908,,58,44,0,,
07/11/1908,,49,44,0.37,,
07/12/1908,,48,44,0,,
07/13/1908,,60,43,0,,
07/14/1908,,62,43,0,,
07/15/1908,,66,40,0,,
07/16/1908,,67,50,0,,
07/17/1908,,75,41,0,,
07/18/1908,,73,55,0,,
07/19/1908,,64,51,0.04,,
07/20/1908,,62,50,0.21,,
07/21/1908,,57,43,0,,
07/22/1908,,59,45,0,,
07/23/1908,,55,42,0.01,,
07/24/1908,,48,44,0,,
07/25/1908,,52,45,0.02,,
07/26/1908,,50,45,0,,
07/27/1908,,51,45,0,,
07/28/1908,,49,43,0,,
07/29/1908,,53,44,0.07,,
07/30/1908,,49,48,0.8,,
07/31/1908,,51,45,0.37,,
08/01/1908,,52,38,0,,
08/02/1908,,49,44,0,,
08/03/1908,,47,44,0.02,,
08/04/1908,,49,44,0.72,,
08/05/1908,,50,45,0.13,,
08/06/1908,,48,36,0.43,,
08/07/1908,,50,32,0,,
08/08/1908,,51,32,0,,
08/09/1908,,60,33,0,,
08/10/1908,,60,51,0.04,,
08/11/1908,,55,50,0.2,,
08/12/1908,,55,49,0.23,,
08/13/1908,,54,46,0.22,,
08/14/1908,,56,41,0,,
08/15/1908,,57,40,0.03,,
08/16/1908,,58,39,0,,
08/17/1908,,58,41,0,,
08/18/1908,,49,44,0,,
08/19/1908,,49,45,0,,
08/20/1908,,52,43,0,,
08/21/1908,,53,46,0,,
08/22/1908,,51,47,0.07,,
08/23/1908,,50,46,0.41,,
08/24/1908,,50,44,0.05,,
08/25/1908,,49,40,0,,
08/26/1908,,50,45,0,,
08/27/1908,,48,45,0,,
08/28/1908,,52,43,0,,
08/29/1908,,54,38,0,,
08/30/1908,,50,37,0,,
08/31/1908,,49,45,0.37,,
09/01/1908,,50,42,0,,
09/02/1908,,46,36,0.16,,
09/03/1908,,50,37,0,,
09/04/1908,,47,35,0,,
09/05/1908,,48,26,0,,
09/06/1908,,48,31,0,,
09/07/1908,,43,27,0,,
09/08/1908,,44,32,0,,
09/09/1908,,48,35,0,,
09/10/1908,,46,33,0,,
09/11/1908,,40,27,0,,
09/12/1908,,42,26,0,,
09/13/1908,,39,31,0.07,,1
09/14/1908,,41,25,0,,
09/15/1908,,41,31,0.12,,
09/16/1908,,47,35,0,,
09/17/1908,,47,35,0,,
09/18/1908,,42,29,0,,
09/19/1908,,40,29,,,
09/20/1908,,36,28,0,,
09/21/1908,,37,23,0.08,,
09/22/1908,,35,27,0.09,,
09/23/1908,,37,22,0,,
09/24/1908,,37,19,0,,
09/25/1908,,37,29,0,,
09/26/1908,,42,25,0,,
09/27/1908,,39,21,0,,
09/28/1908,,40,20,0,,
09/29/1908,,39,22,0,,
09/30/1908,,40,25,0,,
10/01/1908,,36,29,0,0,
10/02/1908,,39,31,0,0,
10/03/1908,,40,33,0.05,0,
10/04/1908,,41,36,0.05,0,
10/05/1908,,45,34,0,0,
10/06/1908,,35,23,0,0,
10/07/1908,,30,18,0,0,
10/08/1908,,32,24,0,0,
10/09/1908,,38,23,0,0,
10/10/1908,,35,23,0,0,
10/11/1908,,33,19,0,0,
10/12/1908,,34,21,0,0,
10/13/1908,,29,15,0,0,
10/14/1908,,26,8,0,0,
10/15/1908,,34,24,0.25,3,3
10/16/1908,,27,14,0,0,
10/17/1908,,23,9,0,0,
10/18/1908,,27,9,0.02,0,
10/19/1908,,34,23,0.11,2,
10/20/1908,,33,29,0,0,
10/21/1908,,30,26,0,0,
10/22/1908,,29,20,0,0,
10/23/1908,,21,3,0,0,
10/24/1908,,21,1,0,0,
10/25/1908,,32,21,0.45,3,
10/26/1908,,31,25,0.04,0,
10/27/1908,,32,28,0.16,2,
10/28/1908,,33,24,0,0,
10/29/1908,,29,18,0,0,
10/30/1908,,25,17,0,0,
10/31/1908,,23,12,0,0,8
11/01/1908,,17,6,0,0,8
11/02/1908,,20,7,0,0,
11/03/1908,,13,-3,0,0,
11/04/1908,,3,-10,0,0,
11/05/1908,,4,-9,0,0,
11/06/1908,,13,-8,0,0,
11/07/1908,,10,0,0,0,
11/08/1908,,9,5,0,0,
11/09/1908,,9,3,0,0,
11/10/1908,,3,-9,0,0,
11/11/1908,,0,-13,0,0,
11/12/1908,,6,0,0,0,
11/13/1908,,6,1,0,0,
11/14/1908,,12,-4,0,0,
11/15/1908,,16,11,0.04,1,9
11/16/1908,,18,13,0,0,
11/17/1908,,18,2,0,0,
11/18/1908,,22,0,0,0,
11/19/1908,,17,1,0,0,
11/20/1908,,12,6,0.07,1,
11/21/1908,,11,-5,0,0,
11/22/1908,,7,-6,,0,
11/23/1908,,7,-3,0,0,
11/24/1908,,24,1,0,0,
11/25/1908,,31,24,0.1,1,
11/26/1908,,31,25,0,0,
11/27/1908,,30,25,0,0,
11/28/1908,,26,22,0,0,
11/29/1908,,28,25,,0,
11/30/1908,,30,27,0.05,0.5,
12/01/1908,,31,27,0,0,10
12/02/1908,,30,21,0,0,
12/03/1908,,30,24,0,0,
12/04/1908,,35,27,0,0,
12/05/1908,,31,25,0,0,
12/06/1908,,31,29,0,0,
12/07/1908,,29,27,0,0,
12/08/1908,,28,22,0,0,
12/09/1908,,29,23,0.13,2,
12/10/1908,,29,21,0,0,
12/11/1908,,24,13,0,0,
12/12/1908,,18,8,0.04,0.8,
12/13/1908,,10,0,0,0,
12/14/1908,,6,-1,0,0,
12/15/1908,,6,-4,0,0,12
12/16/1908,,22,5,0.11,2,
12/17/1908,,24,20,0,0,
12/18/1908,,20,6,0,0,
12/19/1908,,18,2,0,0,
12/20/1908,,11,2,0,0,
12/21/1908,,18,8,0,0,
12/22/1908,,18,8,0,0,
12/23/1908,,12,6,0,0,
12/24/1908,,9,6,0.08,2,
12/25/1908,,9,-4,0,0,
12/26/1908,,-1,-14,0,0,
12/27/1908,,-6,-18,0,0,
12/28/1908,,7,-6,0,0,
12/29/1908,,15,0,0.17,3,
12/30/1908,,32,13,0.22,2,
12/31/1908,,32,-8,0,0,20
01/01/1909,,0,-10,,0,20
01/02/1909,,16,-1,,0,
01/03/1909,,11,1,,0,
01/04/1909,,25,11,,0,
01/05/1909,,25,20,0.08,1,
01/06/1909,,27,23,0.12,0,
01/07/1909,,30,13,,0,
01/08/1909,,29,14,,0,
